algorithm,build,candidates,count,dataset,distcomps,epsilon,indexsize,k-nn,k-nn-median,k-nn-perc-25,k-nn-perc-5,k-nn-perc-75,k-nn-perc-95,k-nn-std,largeepsilon,parameters,qps,qps-median,qps-perc-25,qps-perc-5,qps-perc-75,qps-perc-95,queriessize,rel
hnsw(faiss),1807.3111119270325,10.0,10,glove-2m-300-angular-hard,32104.5278,0.93076,4419964.0,0.66667,0.7,0.5,0.3,0.8,1.0,0.20450944012441089,1.0,"faiss ({u'efConstruction': 500, u'M': 96})",77.94384240408152,83.44465637207031,55.93374824523926,42.82268371582031,135.57565307617188,215.38189697265622,56707.03244376555,1.0113787930904452
hnsw(faiss),1363.2947809696198,10.0,10,glove-2m-300-angular-hard,4484.0227,0.55348,3613692.0,0.33050999999999997,0.3,0.1,0.0,0.5,0.7,0.23182782382621805,0.9989800000000001,"faiss ({u'efConstruction': 500, u'M': 48})",598.6604116515117,607.1661987304688,495.7806091308594,418.21130676269536,763.43359375,1089.4295654296875,6036.296921707225,1.069260568610968
hnsw(faiss),663.2056150436401,10.0,10,glove-2m-300-angular-hard,1120.1407,0.19041999999999998,3046772.0,0.10112000000000002,0.0,0.0,0.0,0.2,0.4,0.1459546011607719,0.9780599999999999,"faiss ({u'efConstruction': 500, u'M': 16})",2161.824924319822,2189.093994140625,2020.377685546875,1788.5014587402345,2369.663330078125,2673.23388671875,1409.3518701374996,1.1460411395090624
hnsw(faiss),338.1129651069641,10.0,10,glove-2m-300-angular-hard,7557.8739,0.5333,2920168.0,0.29235,0.3,0.1,0.0,0.4,0.7,0.2235676128154523,0.99828,"faiss ({u'efConstruction': 500, u'M': 8})",223.39644323107262,223.76184844970703,202.34967041015625,182.2465446472168,247.76217651367188,293.2464599609375,13071.685286320746,1.0928080758852483
hnsw(faiss),1363.2947809696198,10.0,10,glove-2m-300-angular-hard,851.2183,0.14117,3613692.0,0.08594,0.0,0.0,0.0,0.1,0.4,0.1448734496034384,0.94169,"faiss ({u'efConstruction': 500, u'M': 48})",2734.683852539885,2753.97509765625,2432.890869140625,2159.785888671875,3134.75634765625,3761.70751953125,1321.4295307458378,1.1549892792043641
hnsw(faiss),1550.6024081707,10.0,10,glove-2m-300-angular-hard,26398.1592,0.9068799999999999,3870880.0,0.63124,0.6,0.5,0.2,0.8,1.0,0.21463937756152762,1.0,"faiss ({u'efConstruction': 500, u'M': 64})",92.98260452168648,99.69229507446289,68.67548942565918,53.16001529693603,149.31130599975586,220.12894592285153,41630.152434557676,1.0146990963068065
hnsw(faiss),1170.5953590869904,10.0,10,glove-2m-300-angular-hard,24555.3396,0.89703,3399676.0,0.61661,0.6,0.5,0.2,0.8,0.9,0.2156643408169278,1.0,"faiss ({u'efConstruction': 500, u'M': 36})",92.4292108658843,97.57032012939453,71.25898933410645,58.37742366790771,131.4911346435547,184.98460311889644,36781.402417607605,1.017011953848197
hnsw(faiss),1807.3111119270325,10.0,10,glove-2m-300-angular-hard,1994.8911,0.31907,4419964.0,0.19393,0.1,0.0,0.0,0.3,0.6,0.20760576846513681,0.99328,"faiss ({u'efConstruction': 500, u'M': 96})",1249.8751704222864,1334.915283203125,1018.2821044921875,808.2756927490235,1763.7947998046875,2445.658203125,3536.324350300245,1.1063245542026268
hnsw(faiss),663.2056150436401,10.0,10,glove-2m-300-angular-hard,11029.3803,0.7359,3046772.0,0.44814,0.4,0.3,0.1,0.6,0.9,0.2346114668979332,1.0,"faiss ({u'efConstruction': 500, u'M': 16})",199.6504948999253,200.52130126953125,171.20830535888672,150.6953582763672,233.58787536621094,302.950486755371,15260.52816211246,1.0490039317869664
hnsw(faiss),1363.2947809696198,10.0,10,glove-2m-300-angular-hard,1439.0318,0.24950999999999998,3613692.0,0.14867999999999998,0.1,0.0,0.0,0.3,0.5,0.180948218007252,0.9884299999999999,"faiss ({u'efConstruction': 500, u'M': 48})",1767.000508607919,1772.740478515625,1540.8905029296875,1340.4615478515625,2078.446044921875,2610.021240234375,2045.0995811240282,1.1245856194788018
hnsw(faiss),1550.6024081707,10.0,10,glove-2m-300-angular-hard,1588.3757,0.25811,3870880.0,0.15345,0.1,0.0,0.0,0.3,0.5,0.18909811606676571,0.9844200000000001,"faiss ({u'efConstruction': 500, u'M': 64})",1512.3777959064955,1629.805908203125,1290.1580810546875,1065.0713195800781,1976.58056640625,2487.724853515625,2559.466299014166,1.121107017451157
hnsw(faiss),338.1129651069641,10.0,10,glove-2m-300-angular-hard,349.9382,0.04844,2920168.0,0.02448,0.0,0.0,0.0,0.0,0.2,0.06589938998200211,0.81354,"faiss ({u'efConstruction': 500, u'M': 8})",4905.282550994769,4999.17041015625,4583.93896484375,4253.85791015625,5322.720703125,5753.50341796875,595.3108653053641,1.197928145100645
hnsw(faiss),513.3605539798737,10.0,10,glove-2m-300-angular-hard,501.0376,0.09137999999999999,2998232.0,0.04661,0.0,0.0,0.0,0.1,0.2,0.09400270155692335,0.92058,"faiss ({u'efConstruction': 500, u'M': 12})",3948.348675397073,3968.12109375,3705.215576171875,3412.77783203125,4236.6708984375,4782.55859375,759.3635330847465,1.1767392500634901
hnsw(faiss),147.56943702697754,10.0,10,glove-2m-300-angular-hard,309.929,0.03905,2843044.0,0.01855,0.0,0.0,0.0,0.0,0.1,0.05687615932884358,0.75706,"faiss ({u'efConstruction': 500, u'M': 4})",5118.418457431595,5433.0361328125,4877.09765625,4364.5205078125,5882.6142578125,6213.78369140625,555.4536081105471,1.207178707221481
hnsw(faiss),1170.5953590869904,10.0,10,glove-2m-300-angular-hard,5147.9019,0.57149,3399676.0,0.33785,0.3,0.1,0.0,0.5,0.7,0.23625913209863442,0.99899,"faiss ({u'efConstruction': 500, u'M': 36})",520.4159452782404,537.3179321289062,429.5682067871094,362.32757568359375,641.5271148681641,889.0287078857418,6532.613058545628,1.067402038040015
